"CODIGO_CLIENTE","UF","IDADE","ESCOLARIDADE","ESTADO_CIVIL","QT_FILHOS","CASA_PROPRIA","QT_IMOVEIS","VL_IMOVEIS","OUTRA_RENDA_VALOR","TEMPO_ULTIMO_EMPREGO_MESES","TRABALHANDO_ATUALMENTE","ULTIMO_SALARIO","QT_CARROS","VALOR_TABELA_CARROS","SCORE_CREDITO","EMPRESTIMO"
"3370","RJ","23","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3371","SP","25","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3372","MG","27","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3373","SC","28","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"3374","PR","30","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3375","RJ","32","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"3376","SP","35","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3377","MG","42","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3378","SC","45","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3379","PR","48","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"3380","RJ","51","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3381","SP","53","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"3382","MG","55","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3383","SC","57","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3384","PR","62","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3385","RJ","65","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3386","SP","19","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3387","RJ","23","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3388","SP","25","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3389","MG","27","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3390","SC","28","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3391","PR","30","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3392","RJ","32","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3393","SP","35","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3394","MG","42","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3395","SC","45","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","86","SIM"
"3396","PR","48","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3397","RJ","51","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"3398","SP","23","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3399","MG","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3400","SC","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3401","PR","32","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"3402","RJ","35","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3403","SP","42","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"3404","RJ","45","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3405","SP","48","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3406","MG","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3407","SC","53","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3408","PR","55","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3409","RJ","57","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3410","SP","62","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3411","MG","65","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3412","SC","19","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3413","PR","23","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3414","RJ","25","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3415","SP","27","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3416","MG","28","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3417","SC","30","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3418","PR","32","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3419","RJ","35","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","98","SIM"
"3420","SP","42","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3421","RJ","45","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","98","SIM"
"3422","RJ","48","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3423","PR","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3424","RJ","53","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3425","SP","55","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","58","SIM"
"3426","RJ","57","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3427","RJ","62","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","75","SIM"
"3428","PR","65","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3429","RJ","19","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3430","SP","23","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3431","RJ","25","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3432","RJ","27","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3433","PR","28","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3434","RJ","30","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3435","SP","32","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3436","RJ","35","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3437","RJ","42","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3438","PR","45","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3439","RJ","48","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3440","SP","51","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3441","RJ","53","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","92","SIM"
"3442","RJ","55","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3443","PR","57","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","86","SIM"
"3444","RJ","62","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3445","SP","65","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3446","RJ","19","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3447","RJ","23","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"3448","PR","25","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3449","RJ","27","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","79","SIM"
"3450","SP","28","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3451","RJ","30","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3452","RJ","32","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3453","SP","35","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3454","RJ","42","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3455","RJ","45","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3456","PR","48","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3457","RJ","51","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3458","SP","53","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3459","RJ","55","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3460","RJ","57","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3461","PR","62","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3462","RJ","65","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3463","SP","19","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3464","RJ","23","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3465","RJ","25","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"3466","PR","27","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3467","SP","28","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"3468","RJ","30","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3469","RJ","32","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3470","PR","35","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3471","RJ","42","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"3472","SP","45","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3473","RJ","48","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"3474","RJ","51","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3475","PR","42","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3476","RJ","45","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3477","SP","48","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3478","RJ","51","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3479","RJ","48","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3480","PR","51","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3481","SP","48","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3482","RJ","51","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3483","RJ","48","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3484","PR","51","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3485","SP","48","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3486","RJ","51","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3487","RJ","48","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"3488","PR","51","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3489","SP","48","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"3490","RJ","51","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3491","RJ","48","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3492","PR","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3493","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","98","SIM"
"3494","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3495","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","58","SIM"
"3496","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3497","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3498","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3499","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3500","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3501","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3502","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3503","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3504","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3505","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3506","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3507","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3508","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3509","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3510","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3511","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"3512","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3513","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"3514","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3515","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3516","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3517","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3518","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3519","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3520","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3521","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3522","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3523","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3524","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3525","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3526","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3527","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","86","SIM"
"3528","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3529","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"3530","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3531","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3532","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3533","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3534","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3535","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3536","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3537","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3538","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3539","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3540","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3541","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3542","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3543","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3544","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3545","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","79","SIM"
"3546","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3547","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","75","SIM"
"3548","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3549","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3550","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3551","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3552","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3553","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3554","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3555","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3556","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3557","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3558","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3559","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3560","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3561","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","92","SIM"
"3562","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3563","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","86","SIM"
"3564","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3565","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3566","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3567","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3568","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3569","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3570","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3571","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3572","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3573","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3574","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3575","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3576","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3577","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3578","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3579","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"3580","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3581","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","79","SIM"
"3582","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3583","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"3584","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"3585","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","SIM"
"3586","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","NAO"
"3587","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","SIM"
"3588","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","NAO"
"3589","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","SIM"
"3590","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","NAO"
"3591","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","SIM"
"3592","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","NAO"
"3593","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","SIM"
"3594","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","NAO"
"3595","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"3596","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"3597","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","98","SIM"
"3598","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"3599","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"3600","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"3601","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"3602","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"3603","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"3604","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"3605","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"3606","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"3607","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"3608","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"3609","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"3610","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"3611","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"3612","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"3613","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","58","SIM"
"3614","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"3615","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","75","SIM"
"3616","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"3617","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
